CustomerID,Total_Orders,Total_Revenue,First_Purchase,Last_Purchase,Recency,F_score,M_score,R_score,RFM_Score,Segment,Days_Since_Last_Purchase,Churned
14079.0,1,375.1,2011-08-07 12:10:00,2011-08-07 12:10:00,124,1,2,4,412,One-Time Buyers,124,True
14080.0,1,45.599999999999994,2011-11-07 11:09:00,2011-11-07 11:09:00,32,1,1,2,211,At Risk,32,False
14081.0,2,934.52,2010-12-05 15:47:00,2011-02-10 16:17:00,301,1,3,5,513,One-Time Buyers,301,True
14082.0,1,182.25,2010-12-10 11:02:00,2010-12-10 11:02:00,364,1,1,5,511,One-Time Buyers,364,True
14083.0,9,1018.43,2010-12-03 12:24:00,2011-12-05 13:14:00,3,4,4,1,144,Loyal Customers,3,False
14085.0,18,4448.54,2010-12-06 12:39:00,2011-12-07 13:46:00,1,4,5,1,145,Loyal Customers,1,False
14087.0,1,194.42,2011-12-07 12:41:00,2011-12-07 12:41:00,2,1,1,1,111,At Risk,2,False
14088.0,13,50491.81,2011-01-21 13:07:00,2011-11-29 16:16:00,9,4,5,1,145,Loyal Customers,9,False
14089.0,1,161.0,2011-10-14 10:38:00,2011-10-14 10:38:00,56,1,1,3,311,One-Time Buyers,56,False
14090.0,1,76.32000000000001,2011-01-19 10:51:00,2011-01-19 10:51:00,324,1,1,5,511,One-Time Buyers,324,True
14092.0,14,4076.91,2010-12-16 15:47:00,2011-12-02 12:13:00,7,4,5,1,145,Loyal Customers,7,False
14093.0,1,442.85,2011-11-27 16:27:00,2011-11-27 16:27:00,11,1,2,1,112,At Risk,11,False
14096.0,17,65164.79,2011-08-30 10:49:00,2011-12-05 17:17:00,3,4,5,1,145,Loyal Customers,3,False
14098.0,1,147.35,2011-11-03 10:13:00,2011-11-03 10:13:00,36,1,1,3,311,One-Time Buyers,36,False
14099.0,11,3104.17,2010-12-20 11:14:00,2011-11-23 13:53:00,15,4,5,2,245,Loyal Customers,15,False
14100.0,1,194.9,2011-07-25 11:01:00,2011-07-25 11:01:00,137,1,1,4,411,One-Time Buyers,137,True
14101.0,6,5976.79,2011-01-17 13:09:00,2011-09-27 12:28:00,73,3,5,4,435,Regular,73,False
14102.0,5,1360.28,2011-10-26 12:46:00,2011-12-04 15:38:00,4,3,4,1,134,At Risk,4,False
14104.0,2,216.20999999999998,2011-06-27 12:49:00,2011-07-08 12:50:00,154,1,1,4,411,One-Time Buyers,154,True
14105.0,1,1266.23,2011-04-14 17:58:00,2011-04-14 17:58:00,238,1,4,5,514,One-Time Buyers,238,True
14107.0,7,2703.23,2010-12-10 13:29:00,2011-10-19 12:12:00,51,4,5,3,345,Loyal Customers,51,False
14108.0,2,597.91,2011-08-30 11:32:00,2011-11-09 10:41:00,30,1,3,2,213,At Risk,30,False
14109.0,1,144.2,2011-09-28 10:18:00,2011-09-28 10:18:00,72,1,1,4,411,One-Time Buyers,72,False
14110.0,12,5683.15,2011-03-18 09:59:00,2011-12-06 12:26:00,3,4,5,1,145,Loyal Customers,3,False
14111.0,4,692.85,2011-04-12 11:36:00,2011-11-25 13:44:00,13,3,3,2,233,At Risk,13,False
14112.0,7,2915.15,2011-03-09 11:28:00,2011-11-17 12:30:00,22,4,5,2,245,Loyal Customers,22,False
14113.0,4,1840.42,2010-12-20 12:14:00,2011-12-06 12:18:00,3,3,4,1,134,At Risk,3,False
14114.0,2,386.53,2011-01-13 11:05:00,2011-03-11 09:42:00,273,1,2,5,512,One-Time Buyers,273,True
14116.0,5,1382.74,2011-08-10 12:44:00,2011-11-20 10:29:00,19,3,4,2,234,At Risk,19,False
14117.0,1,90.0,2011-07-19 09:49:00,2011-07-19 09:49:00,143,1,1,4,411,One-Time Buyers,143,True
14121.0,4,2780.15,2011-10-11 10:39:00,2011-12-06 12:19:00,3,3,5,1,135,At Risk,3,False
14124.0,1,419.58000000000004,2011-09-16 13:32:00,2011-09-16 13:32:00,83,1,2,4,412,One-Time Buyers,83,False
14125.0,3,2740.43,2011-09-22 15:40:00,2011-11-29 12:47:00,10,2,5,1,125,At Risk,10,False
14126.0,3,706.1300000000001,2011-11-29 12:21:00,2011-12-02 11:45:00,7,2,3,1,123,At Risk,7,False
14127.0,3,709.71,2011-02-02 12:26:00,2011-08-09 10:49:00,122,2,3,4,423,Regular,122,True
14128.0,2,637.5,2011-03-29 10:49:00,2011-10-10 12:00:00,60,1,3,3,313,One-Time Buyers,60,False
14129.0,5,1123.8600000000001,2011-03-24 08:44:00,2011-12-08 11:02:00,1,3,4,1,134,At Risk,1,False
14130.0,1,483.86,2011-01-24 16:05:00,2011-01-24 16:05:00,318,1,2,5,512,One-Time Buyers,318,True
14132.0,11,3586.0299999999997,2011-06-09 12:04:00,2011-12-07 13:35:00,1,4,5,1,145,Loyal Customers,1,False
14133.0,3,605.64,2011-01-28 11:27:00,2011-08-02 11:34:00,129,2,3,4,423,Regular,129,True
14135.0,15,4690.31,2010-12-02 10:27:00,2011-12-08 11:38:00,1,4,5,1,145,Loyal Customers,1,False
14138.0,2,982.3800000000001,2011-10-07 09:38:00,2011-12-08 12:44:00,1,1,4,1,114,At Risk,1,False
14139.0,1,415.82,2011-10-24 13:34:00,2011-10-24 13:34:00,45,1,2,3,312,One-Time Buyers,45,False
14140.0,2,935.05,2011-11-08 11:20:00,2011-12-06 09:05:00,3,1,3,1,113,At Risk,3,False
14141.0,4,915.13,2011-08-26 14:40:00,2011-12-07 09:53:00,2,3,3,1,133,At Risk,2,False
14142.0,1,311.81,2010-12-01 16:33:00,2010-12-01 16:33:00,372,1,2,5,512,One-Time Buyers,372,True
14143.0,1,115.8,2011-07-29 09:48:00,2011-07-29 09:48:00,133,1,1,4,411,One-Time Buyers,133,True
14145.0,4,3742.2,2011-05-06 13:01:00,2011-10-24 12:10:00,46,3,5,3,335,Regular,46,False
14146.0,5,4191.0,2010-12-17 15:52:00,2011-12-01 10:18:00,8,3,5,1,135,At Risk,8,False
14147.0,2,483.4,2011-02-27 11:42:00,2011-09-22 18:10:00,77,1,2,4,412,One-Time Buyers,77,False
14148.0,1,157.2,2011-04-20 12:02:00,2011-04-20 12:02:00,233,1,1,5,511,One-Time Buyers,233,True
14149.0,1,446.62,2011-05-03 09:44:00,2011-05-03 09:44:00,220,1,2,5,512,One-Time Buyers,220,True
14150.0,2,658.64,2010-12-15 10:04:00,2011-11-04 10:05:00,35,1,3,3,313,One-Time Buyers,35,False
14152.0,2,621.29,2011-04-19 15:46:00,2011-09-25 12:54:00,74,1,3,4,413,One-Time Buyers,74,False
14154.0,2,1345.62,2011-04-14 15:58:00,2011-04-14 16:26:00,238,1,4,5,514,One-Time Buyers,238,True
14155.0,1,118.75,2011-03-18 14:13:00,2011-03-18 14:13:00,265,1,1,5,511,One-Time Buyers,265,True
14156.0,55,117379.63,2010-12-03 11:48:00,2011-11-30 10:54:00,9,4,5,1,145,Loyal Customers,9,False
14157.0,2,432.88,2011-02-27 13:04:00,2011-11-20 11:32:00,19,1,2,2,212,At Risk,19,False
14158.0,1,507.66,2011-10-30 15:08:00,2011-10-30 15:08:00,39,1,3,3,313,One-Time Buyers,39,False
14159.0,11,4693.01,2010-12-12 11:17:00,2011-11-20 12:36:00,19,4,5,2,245,Loyal Customers,19,False
14161.0,3,1110.52,2010-12-05 13:18:00,2011-05-08 11:41:00,215,2,4,5,524,Regular,215,True
14162.0,2,289.36,2011-02-20 12:32:00,2011-06-19 11:36:00,173,1,2,4,412,One-Time Buyers,173,True
14163.0,4,2445.91,2011-04-14 17:33:00,2011-09-13 15:18:00,86,3,5,4,435,Regular,86,False
14164.0,2,1631.77,2011-09-20 12:18:00,2011-09-30 12:24:00,70,1,4,3,314,One-Time Buyers,70,False
14165.0,1,122.53999999999999,2011-03-09 12:39:00,2011-03-09 12:39:00,275,1,1,5,511,One-Time Buyers,275,True
14167.0,4,574.84,2011-01-12 15:44:00,2011-10-31 14:29:00,38,3,3,3,333,Regular,38,False
14171.0,1,363.79,2011-09-02 16:43:00,2011-09-02 16:43:00,97,1,2,4,412,One-Time Buyers,97,True
14173.0,4,450.84,2011-05-04 14:03:00,2011-11-29 11:54:00,10,3,2,1,132,At Risk,10,False
14174.0,1,134.46,2011-11-06 13:17:00,2011-11-06 13:17:00,32,1,1,2,211,At Risk,32,False
14175.0,3,3222.3,2011-01-14 12:22:00,2011-10-11 11:55:00,59,2,5,3,325,Regular,59,False
14176.0,4,576.9000000000001,2010-12-07 11:45:00,2011-02-15 13:12:00,296,3,3,5,533,Regular,296,True
14177.0,4,559.41,2011-06-13 11:10:00,2011-09-14 15:11:00,85,3,3,4,433,Regular,85,False
14178.0,7,1620.93,2011-06-10 12:51:00,2011-12-01 12:01:00,8,4,4,1,144,Loyal Customers,8,False
14179.0,2,719.78,2011-10-18 14:00:00,2011-10-30 12:07:00,40,1,3,3,313,One-Time Buyers,40,False
14180.0,25,4748.52,2010-12-02 13:08:00,2011-11-29 10:56:00,10,4,5,1,145,Loyal Customers,10,False
14184.0,1,452.89,2011-10-04 12:43:00,2011-10-04 12:43:00,66,1,2,3,312,One-Time Buyers,66,False
14185.0,1,197.65,2011-01-12 13:52:00,2011-01-12 13:52:00,330,1,1,5,511,One-Time Buyers,330,True
14188.0,6,2054.36,2011-02-02 13:46:00,2011-11-09 12:45:00,30,3,4,2,234,At Risk,30,False
14189.0,15,4654.08,2010-12-06 11:42:00,2011-12-07 15:55:00,1,4,5,1,145,Loyal Customers,1,False
14191.0,13,4684.76,2011-05-03 10:30:00,2011-12-08 09:23:00,1,4,5,1,145,Loyal Customers,1,False
14193.0,2,853.39,2011-03-15 11:38:00,2011-10-03 09:34:00,67,1,3,3,313,One-Time Buyers,67,False
14194.0,21,11349.52,2011-02-04 14:51:00,2011-12-05 10:38:00,4,4,5,1,145,Loyal Customers,4,False
14195.0,2,1012.0,2011-04-01 16:50:00,2011-05-22 10:29:00,201,1,4,5,514,One-Time Buyers,201,True
14196.0,1,335.52,2011-08-25 10:25:00,2011-08-25 10:25:00,106,1,2,4,412,One-Time Buyers,106,True
14198.0,4,701.4,2011-04-14 14:54:00,2011-11-21 16:35:00,17,3,3,2,233,At Risk,17,False
14199.0,1,185.39999999999998,2011-05-05 13:44:00,2011-05-05 13:44:00,217,1,1,5,511,One-Time Buyers,217,True
14201.0,7,747.44,2010-12-15 13:25:00,2011-10-10 13:27:00,59,4,3,3,343,Loyal Customers,59,False
14204.0,1,161.03,2011-12-07 13:38:00,2011-12-07 13:38:00,1,1,1,1,111,At Risk,1,False
14205.0,2,466.7,2011-03-20 15:07:00,2011-11-23 10:55:00,16,1,2,2,212,At Risk,16,False
14206.0,1,328.15999999999997,2011-04-14 16:38:00,2011-04-14 16:38:00,238,1,2,5,512,One-Time Buyers,238,True
14208.0,1,151.74,2011-09-06 12:48:00,2011-09-06 12:48:00,94,1,1,4,411,One-Time Buyers,94,True
14209.0,6,2073.43,2011-01-11 12:56:00,2011-11-29 10:18:00,10,3,5,1,135,At Risk,10,False
14210.0,6,1905.8400000000001,2010-12-03 12:43:00,2011-08-26 12:36:00,105,3,4,4,434,Regular,105,True
14211.0,9,2241.1,2011-02-17 15:50:00,2011-10-17 13:23:00,52,4,5,3,345,Loyal Customers,52,False
14212.0,1,1070.48,2011-09-11 12:45:00,2011-09-11 12:45:00,89,1,4,4,414,One-Time Buyers,89,False
14214.0,5,1004.38,2011-03-07 12:26:00,2011-11-09 10:31:00,30,3,4,2,234,At Risk,30,False
14215.0,6,1789.72,2010-12-06 15:34:00,2011-11-28 12:19:00,11,3,4,1,134,At Risk,11,False
14216.0,4,1839.3,2011-11-02 10:51:00,2011-12-06 14:56:00,2,3,4,1,134,At Risk,2,False
14217.0,17,2004.98,2010-12-08 13:28:00,2011-12-08 11:53:00,1,4,4,1,144,Loyal Customers,1,False
14218.0,1,169.48000000000002,2011-10-28 10:00:00,2011-10-28 10:00:00,42,1,1,3,311,One-Time Buyers,42,False
14219.0,1,89.94,2011-12-05 16:23:00,2011-12-05 16:23:00,3,1,1,1,111,At Risk,3,False
14220.0,2,632.4,2010-12-16 18:18:00,2011-04-06 13:23:00,246,1,3,5,513,One-Time Buyers,246,True
14221.0,9,3432.8,2011-01-04 15:33:00,2011-10-28 13:42:00,41,4,5,3,345,Loyal Customers,41,False
14222.0,1,683.17,2011-06-15 16:42:00,2011-06-15 16:42:00,176,1,3,4,413,One-Time Buyers,176,True
14223.0,3,991.13,2011-03-20 16:02:00,2011-09-08 13:38:00,91,2,4,4,424,Regular,91,True
14224.0,4,1050.12,2011-01-23 13:58:00,2011-08-21 13:24:00,109,3,4,4,434,Regular,109,True
14226.0,5,2232.19,2011-03-15 15:36:00,2011-11-11 11:34:00,28,3,5,2,235,At Risk,28,False
14227.0,10,3350.96,2011-02-28 12:27:00,2011-11-13 15:48:00,25,4,5,2,245,Loyal Customers,25,False
14229.0,3,1547.2,2011-01-10 12:03:00,2011-10-19 10:04:00,51,2,4,3,324,Regular,51,False
14231.0,3,925.71,2011-02-24 11:55:00,2011-06-09 11:05:00,183,2,3,5,523,Regular,183,True
14232.0,5,2048.07,2011-03-20 12:44:00,2011-10-28 11:09:00,42,3,4,3,334,Regular,42,False
14233.0,4,1462.72,2011-01-26 12:43:00,2011-10-21 15:54:00,48,3,4,3,334,Regular,48,False
14234.0,4,775.46,2011-10-13 13:58:00,2011-11-17 17:53:00,21,3,3,2,233,At Risk,21,False
14235.0,5,3144.86,2011-03-24 13:23:00,2011-09-25 14:37:00,74,3,5,4,435,Regular,74,False
14236.0,2,490.86,2010-12-02 18:49:00,2011-09-20 09:13:00,80,1,3,4,413,One-Time Buyers,80,False
14237.0,1,161.0,2010-12-01 13:20:00,2010-12-01 13:20:00,372,1,1,5,511,One-Time Buyers,372,True
14238.0,1,146.85,2011-01-17 14:40:00,2011-01-17 14:40:00,325,1,1,5,511,One-Time Buyers,325,True
14239.0,11,2380.85,2011-01-27 14:45:00,2011-10-27 14:40:00,42,4,5,3,345,Loyal Customers,42,False
14240.0,2,890.34,2011-04-28 11:40:00,2011-11-09 13:45:00,29,1,3,2,213,At Risk,29,False
14241.0,1,213.70000000000002,2011-06-09 11:46:00,2011-06-09 11:46:00,183,1,1,5,511,One-Time Buyers,183,True
14242.0,2,280.55,2011-01-18 08:53:00,2011-04-19 11:46:00,234,1,2,5,512,One-Time Buyers,234,True
14243.0,10,2588.77,2010-12-09 08:34:00,2011-12-01 11:12:00,8,4,5,1,145,Loyal Customers,8,False
14245.0,2,1693.45,2011-03-21 10:41:00,2011-05-04 08:40:00,219,1,4,5,514,One-Time Buyers,219,True
14246.0,3,1474.06,2011-04-08 08:25:00,2011-08-21 11:50:00,110,2,4,4,424,Regular,110,True
14247.0,1,136.76999999999998,2011-03-06 15:21:00,2011-03-06 15:21:00,277,1,1,5,511,One-Time Buyers,277,True
14248.0,1,302.58,2011-01-25 14:45:00,2011-01-25 14:45:00,317,1,2,5,512,One-Time Buyers,317,True
14250.0,3,1904.05,2011-09-11 13:44:00,2011-12-02 14:30:00,6,2,4,1,124,At Risk,6,False
14251.0,5,2879.7000000000003,2011-10-13 12:46:00,2011-12-08 08:32:00,1,3,5,1,135,At Risk,1,False
14256.0,2,969.0600000000001,2010-12-10 11:44:00,2011-03-24 13:17:00,259,1,4,5,514,One-Time Buyers,259,True
14257.0,5,3099.7200000000003,2011-01-25 10:49:00,2011-10-06 16:54:00,63,3,5,3,335,Regular,63,False
14258.0,9,12669.98,2011-01-06 12:18:00,2011-11-30 15:27:00,8,4,5,1,145,Loyal Customers,8,False
14259.0,1,120.0,2011-07-21 10:44:00,2011-07-21 10:44:00,141,1,1,4,411,One-Time Buyers,141,True
14261.0,2,1163.45,2011-09-22 10:47:00,2011-10-20 10:04:00,50,1,4,3,314,One-Time Buyers,50,False
14262.0,8,2618.23,2011-04-13 12:23:00,2011-12-01 14:17:00,7,4,5,1,145,Loyal Customers,7,False
14264.0,2,333.97,2011-04-08 12:20:00,2011-07-08 10:20:00,154,1,2,4,412,One-Time Buyers,154,True
14265.0,2,530.18,2011-07-14 09:10:00,2011-08-22 13:32:00,108,1,3,4,413,One-Time Buyers,108,True
14267.0,3,1516.24,2011-03-24 11:38:00,2011-06-30 10:09:00,162,2,4,4,424,Regular,162,True
14270.0,1,492.65000000000003,2011-01-12 09:33:00,2011-01-12 09:33:00,331,1,3,5,513,One-Time Buyers,331,True
14271.0,1,112.32,2011-04-28 12:47:00,2011-04-28 12:47:00,225,1,1,5,511,One-Time Buyers,225,True
14272.0,2,437.96,2011-03-30 13:57:00,2011-09-27 10:08:00,73,1,2,4,412,One-Time Buyers,73,False
14273.0,4,559.97,2011-04-11 13:24:00,2011-10-19 13:20:00,50,3,3,3,333,Regular,50,False
14276.0,3,1119.74,2011-02-23 09:38:00,2011-09-02 09:45:00,98,2,4,4,424,Regular,98,True
14277.0,3,4216.2,2011-05-11 13:20:00,2011-11-24 15:01:00,14,2,5,2,225,At Risk,14,False
14280.0,1,134.04,2011-05-27 10:37:00,2011-05-27 10:37:00,196,1,1,5,511,One-Time Buyers,196,True
14282.0,15,3729.34,2010-12-07 12:21:00,2011-12-06 17:04:00,2,4,5,1,145,Loyal Customers,2,False
14284.0,2,595.25,2011-09-14 13:04:00,2011-11-09 08:11:00,30,1,3,2,213,At Risk,30,False
14285.0,4,1910.01,2011-06-16 12:36:00,2011-11-18 14:50:00,20,3,4,2,234,At Risk,20,False
14286.0,3,4628.75,2011-04-11 08:16:00,2011-11-16 10:34:00,23,2,5,2,225,At Risk,23,False
14287.0,3,176.63,2011-05-25 11:41:00,2011-12-01 13:25:00,7,2,1,1,121,At Risk,7,False
14288.0,1,426.6,2011-05-10 13:22:00,2011-05-10 13:22:00,212,1,2,5,512,One-Time Buyers,212,True
14289.0,6,911.26,2011-02-23 12:33:00,2011-12-01 11:44:00,8,3,3,1,133,At Risk,8,False
14290.0,5,2314.65,2010-12-13 10:24:00,2011-11-28 14:02:00,10,3,5,1,135,At Risk,10,False
14291.0,11,3883.25,2011-03-09 15:20:00,2011-12-08 10:26:00,1,4,5,1,145,Loyal Customers,1,False
14292.0,9,4871.93,2011-03-02 08:26:00,2011-12-02 11:50:00,7,4,5,1,145,Loyal Customers,7,False
14293.0,4,1046.56,2010-12-06 10:18:00,2011-12-06 15:17:00,2,3,4,1,134,At Risk,2,False
14295.0,1,166.20000000000002,2011-10-30 15:50:00,2011-10-30 15:50:00,39,1,1,3,311,One-Time Buyers,39,False
14297.0,4,1305.33,2011-03-10 08:31:00,2011-11-22 09:06:00,17,3,4,2,234,At Risk,17,False
14298.0,44,51527.3,2010-12-14 12:59:00,2011-12-01 13:12:00,7,4,5,1,145,Loyal Customers,7,False
14299.0,9,3965.62,2010-12-09 10:30:00,2011-12-01 16:05:00,7,4,5,1,145,Loyal Customers,7,False
14300.0,1,43.2,2011-11-21 08:57:00,2011-11-21 08:57:00,18,1,1,2,211,At Risk,18,False
14301.0,1,640.14,2011-08-14 15:33:00,2011-08-14 15:33:00,116,1,3,4,413,One-Time Buyers,116,True
14304.0,1,383.45,2011-05-01 11:50:00,2011-05-01 11:50:00,222,1,2,5,512,One-Time Buyers,222,True
14305.0,3,1858.96,2011-07-27 14:14:00,2011-09-29 15:29:00,70,2,4,3,324,Regular,70,False
14306.0,2,2093.32,2011-09-15 10:31:00,2011-10-19 13:23:00,50,1,5,3,315,One-Time Buyers,50,False
14307.0,6,2995.72,2010-12-01 11:41:00,2011-09-12 09:38:00,88,3,5,4,435,Regular,88,False
14309.0,9,2352.53,2010-12-16 13:05:00,2011-12-01 13:33:00,7,4,5,1,145,Loyal Customers,7,False
14311.0,1,310.26,2011-04-11 10:14:00,2011-04-11 10:14:00,242,1,2,5,512,One-Time Buyers,242,True
14312.0,6,1611.59,2011-01-06 16:35:00,2011-10-24 09:46:00,46,3,4,3,334,Regular,46,False
14314.0,1,120.0,2011-08-25 10:39:00,2011-08-25 10:39:00,106,1,1,4,411,One-Time Buyers,106,True
14315.0,6,2481.13,2011-03-18 12:59:00,2011-10-26 12:06:00,44,3,5,3,335,Regular,44,False
14317.0,1,508.58000000000004,2011-10-06 10:44:00,2011-10-06 10:44:00,64,1,3,3,313,One-Time Buyers,64,False
14320.0,2,477.79,2011-01-11 09:12:00,2011-05-17 09:24:00,206,1,2,5,512,One-Time Buyers,206,True
14321.0,5,1530.75,2011-01-10 11:35:00,2011-11-29 09:47:00,10,3,4,1,134,At Risk,10,False
14323.0,2,605.0600000000001,2011-04-15 11:44:00,2011-08-17 11:37:00,114,1,3,4,413,One-Time Buyers,114,True
14326.0,1,183.85,2011-04-11 15:04:00,2011-04-11 15:04:00,241,1,1,5,511,One-Time Buyers,241,True
14327.0,1,311.65,2011-06-29 13:58:00,2011-06-29 13:58:00,162,1,2,4,412,One-Time Buyers,162,True
14329.0,7,5014.84,2011-01-14 13:42:00,2011-11-22 15:50:00,16,4,5,2,245,Loyal Customers,16,False
14331.0,2,462.65999999999997,2011-07-27 15:14:00,2011-08-07 13:17:00,123,1,2,4,412,One-Time Buyers,123,True
14332.0,3,866.31,2011-07-15 10:33:00,2011-11-17 11:54:00,22,2,3,2,223,At Risk,22,False
14333.0,1,415.2,2011-10-03 10:38:00,2011-10-03 10:38:00,67,1,2,3,312,One-Time Buyers,67,False
14334.0,8,2552.21,2010-12-16 17:37:00,2011-11-23 10:01:00,16,4,5,2,245,Loyal Customers,16,False
14335.0,2,468.26,2011-09-04 13:07:00,2011-11-23 13:41:00,15,1,2,2,212,At Risk,15,False
14336.0,4,1614.91,2011-03-08 16:48:00,2011-11-23 11:40:00,16,3,4,2,234,At Risk,16,False
14338.0,2,588.22,2011-05-27 13:30:00,2011-07-01 14:08:00,160,1,3,4,413,One-Time Buyers,160,True
14339.0,1,309.52,2011-04-11 11:06:00,2011-04-11 11:06:00,242,1,2,5,512,One-Time Buyers,242,True
14340.0,1,134.7,2011-05-05 09:44:00,2011-05-05 09:44:00,218,1,1,5,511,One-Time Buyers,218,True
14341.0,8,2182.28,2011-01-25 13:55:00,2011-10-25 15:48:00,44,4,5,3,345,Loyal Customers,44,False
14342.0,4,668.5600000000001,2011-05-13 13:50:00,2011-11-18 13:21:00,20,3,3,2,233,At Risk,20,False
14344.0,8,889.9300000000001,2010-12-06 11:58:00,2011-08-04 13:51:00,126,4,3,4,443,Champions,126,True
14345.0,1,108.97999999999999,2011-11-01 09:51:00,2011-11-01 09:51:00,38,1,1,3,311,One-Time Buyers,38,False
14346.0,2,1021.58,2011-02-15 13:52:00,2011-08-11 09:47:00,120,1,4,4,414,One-Time Buyers,120,True
14348.0,1,409.57,2011-03-24 16:23:00,2011-03-24 16:23:00,259,1,2,5,512,One-Time Buyers,259,True
14349.0,1,133.5,2011-11-29 15:39:00,2011-11-29 15:39:00,9,1,1,1,111,At Risk,9,False
14350.0,1,282.93,2011-03-10 14:14:00,2011-03-10 14:14:00,273,1,2,5,512,One-Time Buyers,273,True
14351.0,1,51.0,2011-06-28 11:56:00,2011-06-28 11:56:00,164,1,1,4,411,One-Time Buyers,164,True
14352.0,4,1078.96,2011-03-11 14:58:00,2011-07-05 15:41:00,156,3,4,4,434,Regular,156,True
14353.0,1,90.6,2011-05-08 16:06:00,2011-05-08 16:06:00,214,1,1,5,511,One-Time Buyers,214,True
14354.0,2,163.62,2011-11-09 15:36:00,2011-12-04 11:32:00,5,1,1,1,111,At Risk,5,False
14355.0,1,174.4,2010-12-09 12:16:00,2010-12-09 12:16:00,365,1,1,5,511,One-Time Buyers,365,True
14356.0,2,701.23,2011-09-19 14:43:00,2011-09-21 09:18:00,79,1,3,4,413,One-Time Buyers,79,False
14357.0,1,225.77,2011-10-27 16:23:00,2011-10-27 16:23:00,42,1,1,3,311,One-Time Buyers,42,False
14359.0,3,912.18,2011-09-13 09:03:00,2011-11-20 13:17:00,18,2,3,2,223,At Risk,18,False
14360.0,4,2128.23,2011-09-06 11:58:00,2011-11-08 09:12:00,31,3,5,2,235,At Risk,31,False
14362.0,1,161.2,2011-11-17 15:08:00,2011-11-17 15:08:00,21,1,1,2,211,At Risk,21,False
14364.0,8,3717.35,2011-05-12 12:56:00,2011-08-23 11:01:00,108,4,5,4,445,Champions,108,True
14367.0,16,9261.52,2011-03-08 14:12:00,2011-12-01 13:19:00,7,4,5,1,145,Loyal Customers,7,False
14368.0,1,155.0,2011-01-24 09:52:00,2011-01-24 09:52:00,319,1,1,5,511,One-Time Buyers,319,True
14371.0,1,100.5,2011-02-17 16:35:00,2011-02-17 16:35:00,294,1,1,5,511,One-Time Buyers,294,True
14373.0,1,76.55,2010-12-16 15:40:00,2010-12-16 15:40:00,357,1,1,5,511,One-Time Buyers,357,True
14375.0,1,257.68,2011-06-07 13:44:00,2011-06-07 13:44:00,184,1,2,5,512,One-Time Buyers,184,True
14377.0,2,617.05,2011-03-22 13:38:00,2011-06-01 13:32:00,190,1,3,5,513,One-Time Buyers,190,True
14379.0,2,348.1,2011-02-17 15:03:00,2011-10-26 16:43:00,43,1,2,3,312,One-Time Buyers,43,False
14381.0,1,202.68,2011-10-18 17:10:00,2011-10-18 17:10:00,51,1,1,3,311,One-Time Buyers,51,False
14382.0,1,626.0699999999999,2011-11-13 16:18:00,2011-11-13 16:18:00,25,1,3,2,213,At Risk,25,False
14383.0,3,1247.69,2011-06-29 10:18:00,2011-11-01 15:53:00,37,2,4,3,324,Regular,37,False
14385.0,3,202.11,2011-11-16 11:55:00,2011-11-30 15:36:00,8,2,1,1,121,At Risk,8,False
14386.0,1,142.4,2011-02-16 09:45:00,2011-02-16 09:45:00,296,1,1,5,511,One-Time Buyers,296,True
14387.0,3,1770.56,2011-08-22 14:13:00,2011-11-07 12:29:00,32,2,4,2,224,At Risk,32,False
14388.0,8,3212.84,2010-12-02 11:02:00,2011-11-29 13:32:00,9,4,5,1,145,Loyal Customers,9,False
14389.0,2,1043.46,2011-06-02 12:04:00,2011-10-05 15:17:00,64,1,4,3,314,One-Time Buyers,64,False
14390.0,9,4652.82,2010-12-02 11:57:00,2011-11-29 13:49:00,9,4,5,1,145,Loyal Customers,9,False
14393.0,1,67.95,2011-05-05 18:16:00,2011-05-05 18:16:00,217,1,1,5,511,One-Time Buyers,217,True
14395.0,9,3507.71,2010-12-02 18:15:00,2011-12-07 14:34:00,1,4,5,1,145,Loyal Customers,1,False
14396.0,2,487.99,2010-12-03 15:19:00,2011-10-05 16:09:00,64,1,2,3,312,One-Time Buyers,64,False
14397.0,19,2612.96,2011-05-10 12:25:00,2011-12-07 09:22:00,2,4,5,1,145,Loyal Customers,2,False
14400.0,1,574.7,2011-07-13 15:50:00,2011-07-13 15:50:00,148,1,3,4,413,One-Time Buyers,148,True
14401.0,13,4051.48,2010-12-15 09:07:00,2011-12-05 13:30:00,3,4,5,1,145,Loyal Customers,3,False
14403.0,4,1475.81,2011-04-06 14:23:00,2011-08-01 12:57:00,129,3,4,4,434,Regular,129,True
14404.0,6,1474.32,2010-12-05 16:00:00,2011-11-06 12:30:00,33,3,4,3,334,Regular,33,False
14406.0,1,156.75,2011-08-12 16:54:00,2011-08-12 16:54:00,118,1,1,4,411,One-Time Buyers,118,True
14407.0,6,2157.73,2011-03-08 11:59:00,2011-08-24 14:02:00,106,3,5,4,435,Regular,106,True
14408.0,7,2606.53,2011-03-20 14:41:00,2011-11-29 11:41:00,10,4,5,1,145,Loyal Customers,10,False
14409.0,6,2059.4500000000003,2010-12-06 15:03:00,2011-09-29 18:18:00,70,3,5,3,335,Regular,70,False
14410.0,9,1105.07,2011-02-07 09:36:00,2011-09-08 15:08:00,91,4,4,4,444,Champions,91,True
14411.0,1,1063.0,2011-02-02 10:56:00,2011-02-02 10:56:00,310,1,4,5,514,One-Time Buyers,310,True
